,adult,id,original_language,popularity,revenue,runtime,status,video,vote_average,vote_count,genreset,prod_comp,prod_countries,status_int,lang_int
900,0,196,en,13.043999,244527583.0,118.0,Released,0,7.1,2978.0,"['Adventure', 'Comedy', 'Family', 'Science Fiction']","['Universal Pictures', 'Amblin Entertainment', 'U-Drive Productions']",['United States of America'],1,13
901,0,551,en,10.341849,84563118.0,117.0,Released,0,7.3,274.0,"['Action', 'Adventure']","['Twentieth Century Fox Film Corporation', 'Kent Productions']",['United States of America'],1,13
902,0,3170,en,13.698132,267447150.0,70.0,Released,0,6.8,1450.0,"['Animation', 'Drama', 'Family']",['Walt Disney Productions'],['United States of America'],1,13
903,0,346,ja,15.01777,271841.0,207.0,Released,0,8.2,892.0,"['Action', 'Drama']",['Toho Company'],['Japan'],1,24
904,0,859,en,11.46781,34670720.0,119.0,Released,0,7.1,267.0,"['Drama', 'Romance']","['Lorimar Film Entertainment', 'Warner Bros.', 'NFH Productions']","['United Kingdom', 'United States of America']",1,13
905,0,841,en,9.261189,30925690.0,137.0,Released,0,6.5,576.0,"['Action', 'Science Fiction', 'Adventure']",['Dino De Laurentiis Company'],['United States of America'],1,13
906,0,11051,en,11.370288,8373585.0,164.0,Released,0,7.0,206.0,['Drama'],"['Universal Pictures', 'Cineplex-Odeon Films']","['United States of America', 'Canada']",1,13
907,0,242,en,17.185349,136766062.0,162.0,Released,0,7.1,1589.0,"['Crime', 'Drama', 'Thriller']",['Paramount Pictures'],"['Italy', 'United States of America']",1,13
908,0,1411,en,8.319631,1277401.0,100.0,Released,0,6.4,15.0,"['Mystery', 'Drama']",['Fine Line Features'],['United States of America'],1,13
909,0,9769,en,10.618141,1060056.0,137.0,Released,0,7.0,288.0,"['Drama', 'Romance']","['Pathé', 'Lolita Productions']","['France', 'United States of America']",1,13
910,0,9424,en,11.054751,17507368.0,84.0,Released,0,5.5,104.0,"['Mystery', 'Horror', 'Science Fiction']","['Village Roadshow Pictures', 'Beacon Communications', 'Hoyts Film Partnership', 'Metro-Goldwyn-Mayer (MGM)', 'Behavioral Problem Productions Ltd.']","['Australia', 'United States of America']",1,13
911,0,9835,en,6.046893,19000000.0,84.0,Released,0,5.4,52.0,"['Comedy', 'Crime']","['Tapestry Films', 'Touchstone Pictures']",['United States of America'],1,13
912,0,857,en,21.758054,481840909.0,169.0,Released,0,7.9,5148.0,"['Drama', 'History', 'War']","['Paramount Pictures', 'DreamWorks SKG', 'Amblin Entertainment', 'Mutual Film Company', 'Mark Gordon Productions']",['United States of America'],1,13
913,0,17539,en,3.993327,2020700.0,92.0,Released,0,5.2,11.0,"['Comedy', 'Romance']",['Revolutionary Eye LLC'],['United States of America'],1,13
914,0,10957,en,9.806685,21288692.0,80.0,Released,0,6.5,228.0,['Animation'],"['Walt Disney Pictures', 'Silver Screen Partners II']",['United States of America'],1,13
915,0,9570,en,7.499388,35841901.0,98.0,Released,0,6.1,132.0,"['Adventure', 'Family', 'Science Fiction', 'Action']",['Walt Disney Productions'],['United States of America'],1,13
916,0,65157,en,0.011574,8153677.0,83.0,Released,0,5.9,10.0,"['Drama', 'Family']",[],[],1,13
917,0,11164,en,11.117131,45610410.0,106.0,Released,0,5.8,135.0,"['Action', 'Comedy', 'Drama', 'Family']",['Walt Disney'],['United States of America'],1,13
918,0,24736,en,9.040158,12890752.0,100.0,Released,0,6.3,15.0,"['Drama', 'Adventure']","['Amblin Entertainment', 'The Walt Disney Company']",['United States of America'],1,13
919,0,10122,en,5.526865,18564613.0,90.0,Released,0,6.9,227.0,"['Family', 'Science Fiction', 'Adventure']","['Walt Disney Pictures', 'New Star Entertainment', 'Producers Sales Organization (PSO)']",['United States of America'],1,13
920,0,9994,en,11.183924,38625550.0,74.0,Released,0,6.9,334.0,"['Comedy', 'Animation', 'Family']","['Walt Disney Pictures', 'Silver Screen Partners II']",['United States of America'],1,13
921,0,10439,en,10.390708,39514713.0,96.0,Released,0,6.5,491.0,"['Comedy', 'Family', 'Fantasy']",['Walt Disney Pictures'],['United States of America'],1,13
922,0,11158,en,12.337898,58662452.0,89.0,Released,0,4.8,272.0,"['Adventure', 'Comedy', 'Family', 'Science Fiction']","['Walt Disney Pictures', 'Touchwood Pacific Partners 1']",['United States of America'],1,13
923,0,9354,en,12.358786,222724172.0,93.0,Released,0,6.1,756.0,"['Adventure', 'Comedy', 'Family', 'Science Fiction']",['Buena Vista'],['United States of America'],1,13
924,0,9631,en,7.65502,44547681.0,140.0,Released,0,6.8,593.0,"['Action', 'Adventure', 'Crime', 'Drama', 'Mystery', 'Thriller']","['Regency Enterprises', 'Warner Bros.']","['Germany', 'United States of America']",1,13
925,0,14013,en,10.107454,7027290.0,103.0,Released,0,5.9,150.0,['Comedy'],"['Universal Pictures', 'Zucker Brothers Productions']",['United States of America'],1,13
926,0,1779,en,4.877009,6706368.0,91.0,Released,0,7.4,92.0,"['Documentary', 'History']","['Warner Bros.', 'Dog Eat Dog Films']",['United States of America'],1,13
927,0,10849,en,6.133697,10631333.0,82.0,Released,0,7.3,206.0,"['Fantasy', 'Comedy', 'Romance']",['Orion Pictures'],['United States of America'],1,13
928,0,907,en,8.489499,111858363.0,197.0,Released,0,7.4,252.0,"['Drama', 'Romance', 'War']",['Metro-Goldwyn-Mayer (MGM)'],"['Italy', 'United States of America']",1,13
929,0,5961,sv,5.472431,4971340.0,188.0,Released,0,7.3,138.0,"['Fantasy', 'Drama', 'Mystery']","['Sveriges Television (SVT)', 'Cinematograph AB', 'Svenska Filminstitutet (SFI)', 'Tobis Filmkunst']","['Sweden', 'Germany', 'France']",1,38
930,0,47908,en,1.210627,7218340.0,108.0,Released,0,7.3,12.0,['Drama'],"['FilmDallas Pictures', 'Bountiful Film Partners']",['United States of America'],1,13
931,0,11974,en,7.889227,36602000.0,101.0,Released,0,6.6,312.0,"['Comedy', 'Horror', 'Thriller']",['Imagine Entertainment'],['United States of America'],1,13
932,0,793,en,7.882247,8551228.0,120.0,Released,0,7.7,758.0,"['Crime', 'Drama', 'Mystery', 'Thriller']",['De Laurentiis Entertainment Group (DEG)'],['United States of America'],1,13
933,0,35144,en,1.29288,2135577.0,101.0,Released,0,6.4,27.0,['Adventure'],['Buena Vista Distribution Company'],['United States of America'],1,13
934,0,9325,en,22.845448,205843612.0,78.0,Released,0,7.1,1791.0,"['Family', 'Animation', 'Adventure']",['Walt Disney Pictures'],['United States of America'],1,13
935,0,10340,en,12.994387,93600000.0,76.0,Released,0,6.9,1241.0,"['Family', 'Animation']",['Walt Disney Productions'],['United States of America'],1,13
936,0,10144,en,17.496832,222300000.0,83.0,Released,0,7.2,1921.0,"['Animation', 'Family']","['Walt Disney Pictures', 'Silver Screen Partners IV']",['United States of America'],1,13
937,0,10414,en,6.113646,50752337.0,101.0,Released,0,6.4,203.0,"['Comedy', 'Family']",['Walt Disney'],['United States of America'],1,13
938,0,10437,en,14.630571,27281507.0,85.0,Released,0,7.2,217.0,"['Comedy', 'Family', 'Fantasy', 'Drama']","['Walt Disney Pictures', 'Jim Henson Company, The']",['United States of America'],1,13
939,0,12230,en,15.727519,215880014.0,79.0,Released,0,6.8,1643.0,"['Adventure', 'Animation', 'Comedy', 'Family']",['Walt Disney Productions'],['United States of America'],1,13
940,0,10693,en,16.861533,87404651.0,77.0,Released,0,7.0,1380.0,"['Animation', 'Music', 'Family', 'Adventure', 'Fantasy']","['RKO Radio Pictures', 'Walt Disney Productions']",['United States of America'],1,13
941,0,11135,en,1.562471,47431461.0,77.0,Released,0,6.6,303.0,"['Adventure', 'Animation', 'Crime', 'Family', 'Fantasy']","['Walt Disney Pictures', 'Walt Disney Feature Animation', 'Silver Screen Partners IV']",['United States of America'],1,13
942,0,11319,en,11.32442,71215869.0,78.0,Released,0,6.7,609.0,"['Fantasy', 'Family', 'Animation', 'Adventure']",['Walt Disney Productions'],['United States of America'],1,13
943,0,14822,en,3.936986,16393000.0,95.0,Released,0,5.6,38.0,"['Adventure', 'Fantasy', 'Science Fiction', 'Family']",[],[],1,13
944,0,13155,en,6.523262,11137801.0,109.0,Released,0,6.6,122.0,"['Adventure', 'Family', 'Fantasy']","['Silver Screen Partners II', 'Oz Productions Ltd.']","['United Kingdom', 'United States of America']",1,13
945,0,10249,en,10.536644,62000000.0,108.0,Released,0,6.3,265.0,"['Action', 'Adventure', 'Science Fiction', 'Family']",['Walt Disney Pictures'],['United States of America'],1,13
946,0,10882,en,14.276169,51000000.0,75.0,Released,0,6.8,1332.0,"['Fantasy', 'Animation', 'Romance', 'Family']",['Walt Disney Productions'],['United States of America'],1,13
947,0,24808,en,3.985819,5656087.0,95.0,Released,0,6.6,38.0,"['Fantasy', 'Mystery', 'Thriller']","['Walt Disney Pictures', 'Bryna Productions']",['United States of America'],1,13
948,0,2619,en,8.441602,69821334.0,111.0,Released,0,6.1,328.0,"['Comedy', 'Fantasy', 'Romance']",['Touchstone Pictures'],['United States of America'],1,13
949,0,65158,en,1.935006,3337685.0,102.0,Released,0,6.1,7.0,"['Drama', 'Family']",['Walt Disney Pictures'],['United States of America'],1,13
950,0,97,en,16.574021,33000000.0,96.0,Released,0,6.6,717.0,"['Science Fiction', 'Action', 'Adventure']","['Walt Disney Pictures', 'Lisberger/Kushner']",['United States of America'],1,13
951,0,10419,en,4.379054,5632086.0,112.0,Released,0,6.7,63.0,"['Music', 'Drama']","['Hollywood Pictures', 'Touchwood Pacific Partners 1']",['United States of America'],1,13
952,0,11675,en,8.619068,55041738.0,86.0,Released,0,5.7,306.0,"['Horror', 'Thriller']",['Dimension Films'],['United States of America'],1,13
953,0,6471,en,5.873021,73961419.0,94.0,Released,0,7.0,272.0,['Comedy'],"['Universal Pictures', 'Aspen Film Society']",['United States of America'],1,13
954,0,9442,en,5.515136,18196170.0,89.0,Released,0,6.5,104.0,"['Comedy', 'Mystery']","['Universal Pictures', 'Aspen Film Society']",['United States of America'],1,13
955,0,19158,en,4.668541,11582891.0,89.0,Released,0,4.5,52.0,"['Drama', 'Horror']","['Paramount Pictures', 'Graveyard Productions', 'JVC Entertainment Networks']","['Japan', 'United States of America']",1,13
956,0,227,en,6.435926,33697647.0,91.0,Released,0,6.9,293.0,"['Crime', 'Drama']","['American Zoetrope', 'Warner Bros.']",['United States of America'],1,13
957,0,87,en,15.802306,333000000.0,118.0,Released,0,7.1,2841.0,"['Adventure', 'Action']","['Lucasfilm', 'Paramount Pictures']",['United States of America'],1,13
958,0,123,en,7.914795,30471420.0,132.0,Released,0,6.1,187.0,"['Fantasy', 'Drama', 'Animation', 'Adventure']","['United Artists', 'Fantasy Films']",['United States of America'],1,13
959,0,11336,en,11.194448,20766616.0,103.0,Released,0,6.9,320.0,"['Horror', 'Science Fiction', 'Thriller']","['Paramount Pictures', 'Lorimar Film Entertainment', 'Dino De Laurentiis Company']",['United States of America'],1,13
960,0,9980,en,6.614078,7433663.0,97.0,Released,0,5.5,170.0,"['Action', 'Drama', 'Horror', 'Science Fiction']",['De Laurentiis Entertainment Group (DEG)'],['United States of America'],1,13
961,0,10489,en,7.065626,21200000.0,91.0,Released,0,5.7,194.0,"['Horror', 'Thriller']","['TAFT Entertainment Pictures', 'Sunn Classic Pictures']",['United States of America'],1,13
962,0,10823,en,11.84696,14000000.0,93.0,Released,0,5.6,243.0,"['Drama', 'Fantasy', 'Horror', 'Thriller']","['Hal Roach Studios', 'Cinema Group', 'Planet Productions', 'Angeles Entertainment Group', 'Inverness Productions', 'Gatlin']",['United States of America'],1,13
963,0,11497,en,7.068389,27100027.0,89.0,Released,0,6.3,244.0,"['Drama', 'Animation', 'Family', 'Comedy', 'Fantasy']","['United Artists', 'Goldcrest Films International', 'Sullivan Bluth Studios']","['Ireland', 'United Kingdom', 'United States of America']",1,13
964,0,2907,en,12.962525,191502426.0,99.0,Released,0,6.7,871.0,"['Horror', 'Comedy', 'Fantasy']","['Paramount Pictures', 'Orion Pictures', 'Scott Rudin Productions']",['United States of America'],1,13
965,0,9454,en,13.309701,65705772.0,121.0,Released,0,6.8,408.0,"['Drama', 'Romance', 'Comedy']",['Twentieth Century Fox Film Corporation'],['United States of America'],1,13
966,0,8688,en,11.604533,103891409.0,98.0,Released,0,5.8,331.0,"['Crime', 'Mystery']","['Paramount Pictures', 'DeBart', 'Touchstone Pictures', ""Mel's Cite du Cinema""]","['Canada', 'United States of America']",1,13
967,0,118452,en,0.546143,40542.0,94.0,Released,0,3.0,1.0,['Drama'],"['Forensic Films', 'Toast Films']",['United States of America'],1,13
968,0,23954,en,3.835188,12729678.0,104.0,Released,0,6.7,58.0,"['Crime', 'Drama', 'Romance']","['Paramount Pictures', 'Canadian Film Development Corporation (CFDC)', 'Famous Players Limited', 'Selta Films', 'International Cinema Corporation (ICC)', 'Cine-Neighbor']","['Canada', 'France']",1,13
969,0,396,en,5.564294,33736689.0,131.0,Released,0,7.8,199.0,['Drama'],['Chenault Productions'],['United States of America'],1,13
970,0,14367,en,7.230508,34368475.0,102.0,Released,0,6.6,169.0,"['Thriller', 'Comedy', 'Crime', 'Adventure']","['Silver Screen Partners III', 'Touchstone Pictures']",['United States of America'],1,13
971,0,11814,en,11.104542,38934048.0,94.0,Released,0,6.4,375.0,"['Comedy', 'Romance', 'Fantasy']",['Universal Studios'],['United States of America'],1,13
972,0,16081,en,3.896319,9000000.0,152.0,Released,0,6.0,42.0,"['Adventure', 'Fantasy', 'Comedy', 'Family', 'Music', 'Romance']","['Twentieth Century Fox Film Corporation', 'APJAC Productions']",['United States of America'],1,13
973,0,11837,en,5.602126,3713768.0,88.0,Released,0,7.3,159.0,"['Adventure', 'Animation', 'Drama']","['AVCO Embassy Pictures', 'Nepenthe Productions', 'Watership Productions']",['United Kingdom'],1,13
974,0,11704,en,10.812275,14665733.0,82.0,Released,0,7.5,186.0,"['Fantasy', 'Animation', 'Drama', 'Family']","['United Artists', 'Aurora', 'Mrs. Brisby Ltd.', 'Don Bluth Productions']",['United States of America'],1,13
975,0,11639,en,13.524001,40577001.0,93.0,Released,0,7.3,233.0,['Fantasy'],"['Universal Pictures', 'Jim Henson Productions', 'Incorporated Television Company (ITC)', 'Henson Associates (HA)']","['United Kingdom', 'United States of America']",1,13
976,0,4978,en,11.928545,84542002.0,80.0,Released,0,6.6,344.0,"['Drama', 'Family', 'Animation', 'Adventure']","['Universal Pictures', 'Amblin Entertainment']",['United States of America'],1,13
977,0,10380,en,8.800701,40766041.0,75.0,Released,0,6.2,180.0,"['Adventure', 'Animation', 'Family']","['Universal Pictures', 'Amblin Entertainment', 'Amblimation']",['United States of America'],1,13
978,0,11976,en,10.932786,15502112.0,94.0,Released,0,6.2,282.0,"['Adventure', 'Fantasy']","['Universal Studios', 'Twentieth Century Fox Film Corporation', 'Embassy International Pictures', 'Legend Production Company']","['United States of America', 'United Kingdom']",1,13
979,0,15144,en,6.683723,23686027.0,93.0,Released,0,6.9,455.0,"['Comedy', 'Romance']",['Universal Pictures'],['United States of America'],1,13
980,0,11522,en,8.568378,40471663.0,96.0,Released,0,6.6,313.0,['Comedy'],['Paramount Pictures'],['United States of America'],1,13
981,0,11557,en,9.116245,37803872.0,110.0,Released,0,6.0,133.0,"['Drama', 'Romance']",['Columbia Pictures'],['United States of America'],1,13
982,0,37530,en,13.416334,7800000.0,88.0,Released,0,5.0,66.0,"['Fantasy', 'Horror', 'Comedy']","['New World Pictures', 'Sean S. Cunningham Films']",['United States of America'],1,13
983,0,8393,en,10.973482,60000000.0,109.0,Released,0,7.1,251.0,"['Action', 'Comedy']","['CAT Films', 'Mimosa Films']","['South Africa', 'Botswana']",1,13
984,0,21661,en,3.576604,10224116.0,90.0,Released,0,4.6,41.0,"['Comedy', 'Family']",['Dimension Films'],"['Canada', 'United States of America']",1,13
985,0,9320,en,9.562953,48585416.0,89.0,Released,0,4.4,205.0,['Thriller'],"['Jerry Weintraub Productions', 'Warner Bros.']",['United States of America'],1,13
986,0,33644,en,3.645263,37672350.0,124.0,Released,0,6.0,24.0,"['Comedy', 'Drama', 'Romance']",['Twentieth Century Fox Film Corporation'],['United States of America'],1,13
987,0,805,en,11.504558,33395426.0,136.0,Released,0,7.5,892.0,"['Horror', 'Drama', 'Mystery']","['Paramount Pictures', 'William Castle Productions']",['United States of America'],1,13
988,0,34584,en,14.225919,20158808.0,102.0,Released,0,7.0,1031.0,"['Drama', 'Family', 'Fantasy', 'Adventure']","['Producers Sales Organization', 'Bavaria Film', 'Dieter Geissler Filmproduktion', 'Warner Bros.', 'Westdeutscher Rundfunk (WDR)', 'Bavaria Studios']","['Germany', 'United States of America']",1,13
989,0,34636,en,6.658994,16283667.0,89.0,Released,0,5.5,193.0,"['Drama', 'Family', 'Fantasy', 'Adventure']","['Bavaria Film', 'Dieter Geissler Filmproduktion', 'Cinevox Filmproduktion GmbH', 'Warner Bros.']","['Germany', 'United States of America']",1,13
990,0,77469,en,1.564774,4710749.0,100.0,Released,0,5.9,17.0,"['Drama', 'Comedy']","['Propaganda Films', 'PolyGram Filmed Entertainment']",['United States of America'],1,13
991,0,36647,en,15.043454,131183530.0,120.0,Released,0,6.5,1950.0,"['Horror', 'Action']","['New Line Cinema', 'Amen Ra Films', 'Imaginary Forces', 'Marvel Enterprises']",['United States of America'],1,13
992,0,17915,en,7.894516,15.0,126.0,Released,0,5.6,24.0,"['Drama', 'Music', 'Romance']","['Columbia Pictures', 'Mandalay Entertainment']",['United States of America'],1,13
993,0,4011,en,10.627364,73326666.0,92.0,Released,0,7.1,1475.0,"['Fantasy', 'Comedy']","['Geffen Company, The', 'Warner Bros.']",['United States of America'],1,13
994,0,1580,en,7.248676,2200000.0,80.0,Released,0,7.8,539.0,"['Crime', 'Drama', 'Mystery', 'Thriller']","['Transatlantic Pictures', 'Warner Bros.', 'Metro-Goldwyn-Mayer (MGM)']",['United States of America'],1,13
995,0,5854,en,4.845776,7900000.0,121.0,Released,0,6.7,86.0,"['Comedy', 'Crime', 'Thriller']",['Universal Pictures'],['United States of America'],1,13
996,0,573,en,5.316387,12600000.0,116.0,Released,0,7.2,162.0,"['Crime', 'Drama', 'Mystery', 'Thriller']",['Universal Pictures'],['United Kingdom'],1,13
997,0,2370,en,5.757907,6000000.0,143.0,Released,0,6.1,78.0,"['Action', 'Drama', 'Mystery', 'Thriller']",['Universal Pictures'],['United States of America'],1,13
998,0,5780,en,6.243248,13000000.0,128.0,Released,0,6.4,120.0,"['Mystery', 'Thriller']",['Universal Pictures'],['United States of America'],1,13
999,0,506,en,6.409094,7000000.0,130.0,Released,0,7.2,233.0,"['Crime', 'Drama', 'Mystery', 'Thriller']",['Universal Pictures'],['United States of America'],1,13
1000,0,22527,en,8.56081,2000000.0,105.0,Released,0,6.9,105.0,"['Crime', 'Drama', 'Mystery']",['Warner Bros.'],['United States of America'],1,13
1001,0,574,en,12.547763,10250000.0,120.0,Released,0,7.3,276.0,"['Adventure', 'Crime', 'Drama', 'Mystery', 'Thriller']",['Paramount Pictures'],['United States of America'],1,13
1002,0,11219,en,6.486117,7000000.0,99.0,Released,0,6.9,152.0,"['Comedy', 'Mystery', 'Thriller']","['Paramount Pictures', 'Alfred J. Hitchcock Productions']",['United States of America'],1,13
1003,0,845,en,15.41773,7000000.0,101.0,Released,0,7.6,379.0,"['Crime', 'Drama', 'Thriller']",['Warner Bros.'],['United States of America'],1,13
1004,0,3682,en,8.736869,16757163.0,106.0,Released,0,5.5,138.0,"['Music', 'Drama']","['Redeemable Features', 'FilmColony', 'Miramax', 'Dollface']",['United States of America'],1,13
1005,0,51942,en,0.817002,203.0,72.0,Released,0,7.5,12.0,"['Drama', 'Comedy', 'Animation']",['Bill Plympton Studios'],['United States of America'],1,13
1006,0,46702,en,0.897413,12413650.0,116.0,Released,0,6.4,12.0,"['Drama', 'Romance']","['Rhino Films', 'Warner Bros.']",[],1,13
1007,0,847,en,9.918312,57269863.0,126.0,Released,0,6.9,484.0,"['Adventure', 'Drama', 'Action']","['Lucasfilm', 'Metro-Goldwyn-Mayer (MGM)', 'Imagine Films Entertainment']",['United States of America'],1,13
1008,0,117,en,11.062203,76270454.0,119.0,Released,0,7.6,1424.0,"['Crime', 'Drama', 'History', 'Thriller']",['Paramount Pictures'],['United States of America'],1,13
1009,0,11462,en,5.660476,4500000.0,99.0,Released,0,7.1,140.0,"['Mystery', 'Thriller']",['RKO Radio Pictures'],['United States of America'],1,13
1010,0,10220,en,8.783454,22921898.0,121.0,Released,0,6.9,451.0,"['Drama', 'Crime']","['Miramax Films', 'Spanky Pictures']",['United States of America'],1,13
1011,0,431,en,12.095263,501818.0,90.0,Released,0,6.9,1101.0,"['Thriller', 'Science Fiction', 'Mystery']","['Téléfilm Canada', 'Feature Film Project', 'Cube Libre', 'Harold Greenberg Fund', 'Odeon Films', 'Ontario Film Development Corporation', 'Viacom Canada']",['Canada'],1,13
1012,0,31641,en,1.486062,33556.0,98.0,Released,0,6.5,10.0,['Drama'],"['Davis Entertainment Classics', 'Digging to China LLC', 'Ministry of Film, The']",['United States of America'],1,13
1013,0,22796,en,2.651408,18253415.0,114.0,Released,0,6.5,52.0,"['Comedy', 'Drama', 'Family']","['Caravan Pictures', 'Hollywood Pictures']",['United States of America'],1,13
1014,0,22256,en,3.643468,777423.0,117.0,Released,0,6.4,20.0,['Drama'],"['Cruise/Wagner Productions', 'Warner Bros.']",['United States of America'],1,13
1015,0,21873,en,2.48642,22482952.0,96.0,Released,0,6.2,31.0,"['Drama', 'Family']","['Twentieth Century Fox Film Corporation', 'Melvin Simon Productions', 'Market Street Productions']",['United States of America'],1,13
1016,0,12626,en,8.627019,51249404.0,133.0,Released,0,6.8,101.0,"['Comedy', 'Drama', 'Romance']","['Gracie Films', 'Twentieth Century Fox Film Corporation', 'Amercent Films', 'American Entertainment Partners L.P.']",['United States of America'],1,13
1017,0,3525,en,8.318954,103173635.0,114.0,Released,0,6.5,242.0,"['Comedy', 'Drama', 'Romance']",['Twentieth Century Fox Film Corporation'],['United States of America'],1,13
1018,0,2321,en,5.611184,21486757.0,104.0,Released,0,5.8,67.0,"['Comedy', 'Crime', 'Romance']","['Orion Pictures', 'Mysterious Arts', 'Orion Pictures Corporation']",['United States of America'],1,13
1019,0,2028,en,6.953646,20036737.0,100.0,Released,0,7.2,244.0,"['Comedy', 'Drama', 'Romance']","['Gracie Films', 'Twentieth Century Fox Film Corporation']",['United States of America'],1,13
1020,0,11597,en,5.923774,23278931.0,118.0,Released,0,5.0,173.0,"['Fantasy', 'Comedy', 'Science Fiction']","['Twentieth Century Fox Film Corporation', 'Baltimore Pictures']",['United States of America'],1,13
1021,0,47947,en,1.768854,30688860.0,96.0,Released,0,5.2,13.0,['Comedy'],"['Twentieth Century Fox Film Corporation', 'ABC Motion Pictures']",['United States of America'],1,13
1022,0,48311,en,0.577976,7000000.0,85.0,Released,0,5.1,8.0,"['Horror', 'Science Fiction']",[],['United States of America'],1,13
1023,0,14347,en,7.643886,18600000.0,100.0,Released,0,5.9,49.0,"['Comedy', 'Romance']",['Sherwood'],['United States of America'],1,13
1024,0,18169,en,2.769589,38702310.0,113.0,Released,0,5.6,51.0,"['Comedy', 'Drama', 'Romance']","['TriStar Pictures', 'Delphi V Productions']",['United States of America'],1,13
1025,0,11082,en,4.720395,18875011.0,97.0,Released,0,5.9,79.0,"['Horror', 'Thriller', 'Mystery', 'Fantasy']","['TriStar Pictures', 'Interscope Communications', 'ML Delphi Premier Productions']",['United States of America'],1,13
1026,0,11933,en,10.39662,8479793.0,94.0,Released,0,5.0,88.0,"['Comedy', 'Adventure']","['Warner Bros.', 'Applied Action']",['United States of America'],1,13
1027,0,881,en,12.330249,243240178.0,138.0,Released,0,7.1,899.0,['Drama'],['David Brown Productions'],['United States of America'],1,13
1028,0,4478,en,7.118123,266614059.0,117.0,Released,0,5.8,300.0,['Drama'],['Paramount Pictures'],['United States of America'],1,13
1029,0,2109,en,11.840557,244386864.0,98.0,Released,0,6.8,1254.0,"['Action', 'Comedy', 'Crime', 'Thriller']",['New Line Cinema'],['United States of America'],1,13
1030,0,24746,en,2.740989,124494.0,91.0,Released,0,5.8,36.0,"['Action', 'Adventure', 'Science Fiction']",['HSX Films'],['United States of America'],1,13
1031,0,72987,it,0.85691,1782005.0,127.0,Released,0,7.0,5.0,['Drama'],"['Capitol Films', 'Merchant Ivory Productions', 'British Screen Productions']","['France', 'United Kingdom', 'United States of America']",1,23
1032,0,8195,en,9.672094,41610884.0,122.0,Released,0,6.8,670.0,"['Action', 'Thriller', 'Crime', 'Adventure']","['United Artists', 'FGM Entertainment']","['France', 'United Kingdom', 'United States of America']",1,13
1033,0,9877,en,6.081401,72527595.0,99.0,Released,0,5.6,293.0,"['Horror', 'Thriller']","['Original Film', 'TriStar Pictures', 'Phoenix Pictures', 'Canal+ Droits Audiovisuels']","['Canada', 'France', 'United States of America']",1,13
1034,0,24016,en,13.798247,2075084.0,138.0,Released,0,6.4,51.0,"['Adventure', 'Drama', 'Romance']",['Warner Bros.'],"['Italy', 'United Kingdom']",1,13
1035,0,14785,en,0.976798,399.0,119.0,Released,0,7.1,11.0,"['Drama', 'Foreign']","['Channel Four Films', 'Kaleidoscope Entertainment', 'Kaleidoscope Productions']","['India', 'United Kingdom']",1,13
1036,0,14794,en,12.083475,500000.0,111.0,Released,0,7.2,80.0,['Drama'],"['Paramount Pictures', 'Memorial Enterprises']",['United Kingdom'],1,13
1037,0,1091,en,16.83125,19629760.0,109.0,Released,0,7.8,1629.0,"['Horror', 'Mystery', 'Science Fiction']","['Universal Pictures', 'Turman-Foster Company']",['United States of America'],1,13
1038,0,10403,en,6.230854,21706101.0,124.0,Released,0,6.9,169.0,"['Comedy', 'Drama']","['Fine Line Features', 'Avenue Pictures Productions', 'Spelling Entertainment', 'Addis Wechsler Pictures']",['United States of America'],1,13
1039,0,11337,en,5.720538,10389003.0,89.0,Released,0,6.9,96.0,"['Comedy', 'Drama', 'Romance']","['United Artists', 'Jack Rollins & Charles H. Joffe Productions']",['United States of America'],1,13
1040,0,162,en,17.612244,53000000.0,105.0,Released,0,7.5,3731.0,"['Fantasy', 'Drama', 'Romance']",['Twentieth Century Fox Film Corporation'],['United States of America'],1,13
1041,0,8916,en,16.025625,171757863.0,83.0,Released,0,6.0,1320.0,"['Adventure', 'Animation', 'Comedy', 'Family']","['DreamWorks SKG', 'Pacific Data Images (PDI)', 'DreamWorks Animation']",['United States of America'],1,13
1042,0,28134,en,2.533982,2197921.0,101.0,Released,0,6.0,18.0,['Comedy'],['Fox Searchlight Pictures'],[],1,13
1043,0,9429,en,12.480685,30331165.0,81.0,Released,0,5.9,202.0,['Comedy'],"['Paramount Pictures', 'SNL Studios']",['United States of America'],1,13
1044,0,12159,en,11.218378,71485043.0,113.0,Released,0,6.8,596.0,"['Drama', 'Fantasy', 'Romance']",['PolyGram Filmed Entertainment'],"['New Zealand', 'United States of America']",1,13
1045,0,27791,en,2.31478,631221.0,86.0,Released,0,4.7,36.0,['Horror'],"['Shooting Gallery', 'Snider Than Thou Productions Inc.']",['United States of America'],1,13
1046,0,10156,en,9.270492,31672907.0,92.0,Released,0,6.5,205.0,['Comedy'],"['Twentieth Century Fox Film Corporation', 'Brooksfilms']",['United States of America'],1,13
1047,0,10377,en,7.922216,64088552.0,120.0,Released,0,7.3,393.0,"['Comedy', 'Drama']","['Twentieth Century Fox Film Corporation', 'Palo Vista Productions', 'Peter V. Miller Investment Corp.']",['United States of America'],1,13
1048,0,4437,en,7.482865,40400657.0,116.0,Released,0,6.6,290.0,"['Thriller', 'Science Fiction']",['Metro-Goldwyn-Mayer (MGM)'],['United States of America'],1,13
1049,0,1890,en,8.503064,31853080.0,119.0,Released,0,6.9,72.0,"['Drama', 'Romance']",['Paramount Pictures'],['United States of America'],1,13
